"Id produit";"Nom";"Référence interne";"Prix";"Prix HT";"Prix barré";"Frais de port";"Ecotaxe";"Monnaie";"Catégorie";"Id catégorie NetAff";"Catégorie marchand";"Url";"Modèle";"Marque";"EAN";"Descriptif";"Garantie";"Disponibilité";"Délais de livraison";"Quantité";"Indicateur de stock";"Indicateur de nouveauté";"Indicateur de promotion";"Indicateur de soldes";"Indicateur de performance";"Url image petite";"Url image moyenne";"Url image grande";"Url de tracking des affichages";"Mots-clés";"Référence constructeur";"Url image marchand"
"7525081142805";"Récepteur Running Nike +I POD Sensor";"1100228";"25,60";"0,00";"32,10";"6,90";"0,00";"€";"Non classé";"20";"Montres / Cardios";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UA4581142805V3";"";"NIKE";"0";"Le récepteur Nike+ iPod permet de suivre vos performances directement sur votre iPod pendant que vous écoutez de la musique. Le capteur Nike+ se glisse discrètement dans une poche située sous la membrane intérieure des chaussures nike (selon modèles). Il est imperméable et quasiment incassable.Votre iPod suit vos progrès et vous donne des informations à travers les écouteurs sur la distance, le temps, l'allure et les calories dépensées.A la fin de votre course, vous pouvez lire le rapport de performance sur l'écran de votre iPod nano, ou bien l'écouter grâce aux écouteurs.La pile du capteur n'est ni remplaçable, ni rechargeable. 1000 heures de fonctionnement sont garanties pour ce produit. La période durant laquelle ces 1000 heures sont consommées dépend de l'utilisation du produit et d'autres facteurs.";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/72/photo_4581142805g";"http://img.metaffiliation.com/c/108/25081/72/photo_4581142805g";"http://img.metaffiliation.com/c/108/25081/72/photo_4581142805g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UA4581142805V3";"";"";"http://www.casal-running.com/casal/phproduit/20110830/1100228_Z.jpg"
"7525081143737";"Chargeur USB Lampe Frontale Petzl Adaptateur Secteur et Voiture";"1100411";"19,40";"0,00";"19,40";"6,90";"0,00";"€";"Non classé";"20";"Lampes Frontales";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UA4581143737V3";"";"PETZL";"0";"Chargeur USB Lampe Frontale Petzl Adaptateurs secteur et voitureSpécificationsFourni avec adaptateurs interchangeables pour l'Europe, l'Amérique du Nord et Royaume-Uni (livré sans câble USB type «micro B»)Poids: 153 gChargeur secteur:- entrée: 100-240 V CA- sortie : 5 V CC (1000 mA)Chargeur voiture:- entrée 8-30 V CC- sortie 5 V CC (1000 mA)";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/93/photo_4581143737g";"http://img.metaffiliation.com/c/108/25081/93/photo_4581143737g";"http://img.metaffiliation.com/c/108/25081/93/photo_4581143737g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UA4581143737V3";"";"";"http://www.casal-running.com/casal/phproduit/20110804/1100411_Z.jpg"
"75250811510475";"Pad amortissant Abosrb++ Raidlight pour chaussures Raidlight R-light 001";"1101429";"7,50";"0,00";"15,00";"6,90";"0,00";"€";"Non classé";"20";"Accessoires Chaussures";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UB45811510475V3";"";"RAIDLIGHT";"0";"Talonnette Pad Absorb++ Raidlight exclusivement compatible avec la chaussure Raidlight R-light 001Ce Pad Absorb++ compatible avec la chaussure Raidlight R-light 001 est celui qui propose le plus haut degré d'amorti. Ilest le choix ces coureurs qui privilégient le confort au dynamisme.Vendu par paire";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/454/photo_45811510475g";"http://img.metaffiliation.com/c/108/25081/454/photo_45811510475g";"http://img.metaffiliation.com/c/108/25081/454/photo_45811510475g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UB45811510475V3";"";"";"http://www.casal-running.com/casal/phproduit/20120719/1101429&S-M_Z.jpg"
"75250811510469";"Semelles Pronator (Pronateur) pour chaussures Raidlight R-light 001 001";"1101426";"14,90";"0,00";"29,90";"6,90";"0,00";"€";"Non classé";"20";"Accessoires Chaussures";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UB45811510469V3";"";"RAIDLIGHT";"0";"Semelle de propreté avec contrôle de la pronation exclusivement compatible avec la chaussure Raidlight R-light 001 Construction spécifique pour un maintien du pied pronateur maximum.Taille 3 : du 40 au 41 1/3Taille 4 : du 42 au 43 1/3Taille 5 : du 44 au 45 1/3";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/448/photo_45811510469g";"http://img.metaffiliation.com/c/108/25081/448/photo_45811510469g";"http://img.metaffiliation.com/c/108/25081/448/photo_45811510469g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UB45811510469V3";"";"";"http://www.casal-running.com/casal/phproduit/20120719/1101426&3_Z.jpg"
"7525081148235";"Capteur de Cadence/ Vitesse Garmin GSC 10";"1101100";"63,20";"0,00";"63,20";"6,90";"0,00";"€";"Non classé";"20";"Montres / Cardios";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UA4581148235V3";"";"GARMIN";"0";"Capteur de vitesse / cadence Garmin pour vélo sans fil à auto-étalonnage. Il mesure votre et communique votre cadence par minute.Le capteur de cadence / vitesse (GSC 10) est compatible avec les appareils suivants:- Forerunner 310 XT- Forerunner 410- Forerunner 610- Forerunner 910 XT- FR 70- Adaptateur ANT+ pour Iphone- Garmin FitGarantie: 2 ans";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/36/photo_4581148235g";"http://img.metaffiliation.com/c/108/25081/36/photo_4581148235g";"http://img.metaffiliation.com/c/108/25081/36/photo_4581148235g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UA4581148235V3";"";"";"http://www.casal-running.com/casal/phproduit/20120402/1101100_Z.jpg"
"75250811510557";"Chaussures Running New Balance 890 NB Femme Blanc / Framboise";"1100719";"54,70";"0,00";"109,50";"6,90";"0,00";"€";"Non classé";"20";"Chaussures Femme";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UB45811510557V3";"";"NEW BALANCE";"0";"New Balance innove, grâce à sa nouvelle technologie d'amorti: le Revlite. La 890 New Balance est une chaussure qui allie un excellent amorti et du dynamisme pour un poids ultraléger de 218g.Tige: une construction de la tige sans coutures avec des renforts thermocollés pour un meilleur confortSemelle intermédiaire: Revlite, nouvelle technologie d'amorti développée par New Balance qui garantit un amorti premium et du dynamisme tout en étant 30% plus légère qu'une mousse traditionnelle.Semelle extérieure: NDURANCE au talon pour une meilleure résistance de la semelle extérieure.Poids: 218g en pointure 37.5Coloris: Blanc / Framboise / Gris";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/536/photo_45811510557g";"http://img.metaffiliation.com/c/108/25081/536/photo_45811510557g";"http://img.metaffiliation.com/c/108/25081/536/photo_45811510557g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UB45811510557V3";"";"";"http://www.casal-running.com/casal/phproduit/20120126/1100719&10USF3_Z.jpg"
"75250811510539";"Chaussures Running Brooks Ghost 4 Femme gris vert";"1100707";"64,70";"0,00";"129,50";"6,90";"0,00";"€";"Non classé";"20";"Chaussures Femme";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UB45811510539V3";"";"BROOKS";"0";"La Ghost 4 séduit par son design de haute qualité sans sacrifier à l'exigence de qualité de la marque.Tige / Empeigne: une tige confortable et particulièrement soignée au niveau des finitions et coutures.Semelle intermédiaire: la découpe de la semelle permet de favoriser le déroulé naturel du pied de la phase d'attaque talon jusqu'à la phase de propulsion avant pied. L'amorti est assuré par la technologie DNA, il s'agit d'une structure moléculaire qui varie instantanément en fonction de votre poids et de l'impact au sol garantissant le dynamisme et un amorti régulé.Semelle extérieure: la forme courbe à l'avant du pied offre une dynamique remarquable lors de la phase de propulsion, soutenant l'efficacité du déroulé.Poids: 261gCouleurs: Gris / Vert";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/518/photo_45811510539g";"http://img.metaffiliation.com/c/108/25081/518/photo_45811510539g";"http://img.metaffiliation.com/c/108/25081/518/photo_45811510539g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UB45811510539V3";"";"";"http://www.casal-running.com/casal/phproduit/20120117/1100707&5.5USF_Z.jpg"
"7525081149571";"Ceinture Porte Bidons Lafuma Bottle";"1101443";"23,80";"0,00";"34,10";"6,90";"0,00";"€";"Non classé";"20";"Bagagerie";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UA4581149571V3";"";"LAFUMA";"0";"La Ceinture avec 4 portes bidons incliné Lafuma Cinetik Bottle, est une ceinture à utiliser lors de vos sorties trail mais aussi randonnée.Bandes latérales stretch pour plus de confort1 poche meshLivré avec 4 bidons de 170 mlComposition: 100% PolyamidePoids: 290 gColoris: Noir";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/461/photo_4581149571g";"http://img.metaffiliation.com/c/108/25081/461/photo_4581149571g";"http://img.metaffiliation.com/c/108/25081/461/photo_4581149571g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UA4581149571V3";"";"";"http://www.casal-running.com/casal/phproduit/20120809/1101443_Z.jpg"
"75250811510593";"Chaussures Running Nike Zoom Structure 15 Femme";"1100781";"59,70";"0,00";"119,50";"6,90";"0,00";"€";"Non classé";"20";"Chaussures Femme";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UB45811510593V3";"";"NIKE";"0";"La Nike Zoom Structure +15  est une chaussure spécialement conçue pour les coureuses légèrement à moyennement pronatrices ou les coureuses neutres à la recherche d'un soutien de pronation. La Nike Zoom Structure Triax offre une tenue stable et sûre.Tige : le mesh aéré assure une excellente aération et une foulée très confortable. La Nike Zoom Structure maintient le pied bien en place grâce à des renforts disposés de manière stratégique. Elle intègre la technologie Flywire: des fibres de nylon extrêmement résistantes attachées aux lacets pour offrir encore plus de maintien et une tenue personnalisable. La membrane intérieure perforée épouse les courbes de votre pied pour vous offrir une tenue au confort longue durée.Semelle intermédiaire: la stabilité est essentielle pour éviter la pronation excessive. Cette chaussure intègre une colonne centrale compensée et articulée qui fonctionne en synergie avec d'autres éléments de stabilité pour offrir un excellent maintien de la voûte plantaire. La stabilité et la liberté de mouvement du pied sont améliorées. Le coussin de protection segmenté présent sous le talon aide à corriger la pronation tout en absorbant le choc des impacts.Semelle extérieure : la Semelle extérieure est composée de différents caoutchoucs et d'un motif à chevrons pour offrir une plus grande résistance et une meilleure adhérence. Les rainures de flexion offrent une meilleure flexibilité et une foulée souple et efficace.Compatible avec Nike+Poids: 278g en pointure 36Coloris : Blanc / Gris / Rose";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/572/photo_45811510593g";"http://img.metaffiliation.com/c/108/25081/572/photo_45811510593g";"http://img.metaffiliation.com/c/108/25081/572/photo_45811510593g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UB45811510593V3";"";"";"http://www.casal-running.com/casal/phproduit/20120411/1100781&6USF2_Z.jpg"
"75250811510017";"POLAR FT2";"U8831";"59,60";"0,00";"59,60";"6,90";"0,00";"€";"Non classé";"20";"Montres / Cardios";"http://action.metaffiliation.com/trk.php?mclic=P461F953FC3117S1UB45811510017V3";"";"POLAR";"0";"Le POLAR FT2 est un cardio fréquencemètre qui propose de multiples fonctions pour vous aider à contrôler en toute liberté l'intensité de vos exercices.L'émetteur thoracique ajustable est compris. Il est codé pour éviter les interférences entre utilisateurs.Fonctions :- Montre étanche à 30 mètres,- affichage grand écran,- Zone cible automatique (65 - 85% FC max) avec alarme sonore et visuelle de dépassement,- Transmission codée (émetteur T31),- Démarrage facile,- Heure,- Date,- Alarme,- Chronomètre,- Guide visuel de la zone ciblée,- Rétro-éclairage,- Fonction mémoire du dernier exercice,- Fréquences cardiaques moyennes et maximales de la séance.";"";"48 heures";"";"";"1";"0";"0";"0";"0";"http://img.metaffiliation.com/c/108/25081/907/photo_45811510017g";"http://img.metaffiliation.com/c/108/25081/907/photo_45811510017g";"http://img.metaffiliation.com/c/108/25081/907/photo_45811510017g";"http://action.metaffiliation.com/trk.php?maff=P461F953FC3117S1UB45811510017V3";"";"";"http://www.casal-running.com/casal/phproduit/20120914/u8831_Z.jpg"
